transform,dataset,image_path,mse,psnr,compression_ratio,direct_compression_ratio,original_entropy,transformed_entropy,quantized_entropy,quantization_scale,encode_ms,decode_ms,error
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,29.7353,33.3981,0.88694,1.0474,6.58026,5.34023,2.53484,13.785849184900005,2199.52,943.652,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,49.0084,31.2281,1.00037,1.1748,6.58026,5.34023,2.23755,17.921603940370005,2217.25,926.613,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,18.1612,35.5394,0.80618,0.937514,6.58026,5.34023,2.81055,10.604499373000003,2370.89,960.636,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,10.9877,37.7217,0.736302,0.8536,6.58026,5.34023,3.09225,8.157307210000003,2474.68,972.359,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,5.69565,40.5754,2.25939,2.49642,6.58026,4.21333,3.05571,1.6900000000000002,2428.19,853.26,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,5.5033,40.7246,2.16462,2.39305,6.58026,4.21333,3.18694,1.3,2480.31,866.893,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,4.90089,41.2281,1.88363,2.11302,6.58026,4.21333,3.64287,0.7692307692307692,2622.39,876.254,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,2.67546,43.8568,1.95443,2.18296,6.58026,4.21333,3.53466,1.0,2583.69,883.358,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,3.79117,42.3431,2.47247,2.75419,6.58026,4.21333,2.76312,2.8561000000000005,2317.49,928.019,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,3.53613,42.6455,2.36831,2.63373,6.58026,4.21333,2.88909,2.197,2437.9,961.779,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,5.20888,40.9634,2.72288,3.07883,6.58026,4.21333,2.44996,4.826809000000001,2290.86,943.952,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,6.59444,39.939,2.59401,2.91168,6.58026,4.21333,2.60356,3.7129300000000005,2320.74,950.464,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,705.262,19.6473,6.73638,7.24982,6.58026,4.21333,0.391842,112.45540695195746,1826.41,879.011,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,311.504,23.1962,5.75753,6.52966,6.58026,4.21333,0.701514,66.54166091831802,1870.34,903.987,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,196.814,25.1902,5.26535,6.09505,6.58026,4.21333,0.872642,51.18589301409078,1915.59,903.601,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,476.176,21.3531,6.26001,6.91697,6.58026,4.21333,0.538676,86.50415919381344,1901.13,895.828,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,14.5218,36.5106,3.23331,3.76312,6.58026,4.21333,1.94748,10.604499373000003,2082.69,918.544,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,70.9657,29.6203,4.40628,5.18208,6.58026,4.21333,1.23519,30.287510659225312,2073.13,904.657,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,121.595,27.2816,4.82758,5.62444,6.58026,4.21333,1.05376,39.37376385699291,2082.08,895.115,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,10.8588,37.773,3.04394,3.51406,6.58026,4.21333,2.10856,8.157307210000003,2190.74,923.888,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,47.4891,31.3649,4.02918,4.78423,6.58026,4.21333,1.41648,23.29808512248101,2160.12,899.276,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,30.5796,33.2765,3.72568,4.37889,6.58026,4.21333,1.60461,17.921603940370005,2162.33,903.284,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,18.3662,35.4906,3.46214,4.04061,6.58026,4.21333,1.77854,13.785849184900005,2199.2,904.058,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,8.6534,38.7589,2.87195,3.28617,6.58026,4.21333,2.27553,6.274851700000002,2262.06,935.499,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,4.02658,42.0814,2.24828,2.68129,6.58026,3.69914,2.83039,0.8450000000000001,2358.89,836.188,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,78.4076,29.1872,3.03717,3.91439,6.58026,3.69914,1.70605,3.137425850000001,2252.19,802.675,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,2.17869,44.7489,2.09753,2.41184,6.58026,3.69914,3.18461,0.5,2496.64,845.734,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,5.94646,40.3882,2.32807,2.79781,6.58026,3.69914,2.68004,1.0985,2392.77,837.118,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,13.7196,36.7574,2.46234,3.04177,6.58026,3.69914,2.41655,1.4280500000000003,2405.7,829.457,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,23.8818,34.3501,2.59826,3.27255,6.58026,3.69914,2.20153,1.8564650000000003,2383.69,815.185,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,46.5938,31.4475,2.768,3.51991,6.58026,3.69914,1.9835,2.4134045000000004,2372.71,816.413,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,2.70891,43.8029,2.11933,2.46265,6.58026,3.69914,3.11104,0.65,2552.55,849.374,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,595.599,20.3813,4.72581,5.62718,6.58026,3.69914,0.785317,8.960801970185003,2156.59,775.454,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,1073.94,17.821,5.8113,6.54683,6.58026,3.69914,0.450373,15.143755329612656,2167.47,763.58,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,410.813,21.9944,4.24759,5.20485,6.58026,3.69914,0.97383,6.892924592450003,2203.81,797.89,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,821.697,18.9837,5.25957,6.08091,6.58026,3.69914,0.604881,11.649042561240504,2198.01,771.898,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,1995.21,15.1309,7.25785,7.55168,6.58026,3.69914,0.129577,56.22770347597873,2099.92,758.115,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,140.484,26.6545,3.33658,4.29106,6.58026,3.69914,1.4575,4.078653605000001,2252.23,796.284,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,267.077,23.8644,3.8258,4.82296,6.58026,3.69914,1.16411,5.3022496865000015,2242.96,791.034,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,1677.39,15.8845,6.82193,7.24555,6.58026,3.69914,0.214558,33.27083045915901,2152.49,761.878,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,1482.5,16.4208,6.55098,7.05776,6.58026,3.69914,0.276942,25.59294650704539,2221.31,757.027,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,1280.83,17.0559,6.17701,6.79458,6.58026,3.69914,0.359829,19.686881928496454,2252.78,762.411,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,1829.7,15.507,7.02247,7.37686,6.58026,3.69914,0.171921,43.25207959690672,2286.39,755.596,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/44.png,2196.75,14.713,7.40185,7.63141,6.58026,3.69914,0.102401,73.09601451877235,2229.71,757.542,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,7.49419,39.3836,4.65097,4.32814,7.22808,2.75258,1.54529,0.144,13549.8,9129.77,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,9.98844,38.1358,5.03278,4.54972,7.22808,2.75258,1.41499,0.17279999999999998,13820.0,9132.33,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,5.53254,40.7016,4.30389,4.10751,7.22808,2.75258,1.68191,0.12,13970.7,9188.71,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,4.04036,42.0666,4.01435,3.89045,7.22808,2.75258,1.8248,0.1,14259.0,9224.1,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,19.5123,35.2277,6.62465,5.23266,7.22808,2.75258,1.05903,0.29859839999999993,13010.0,9004.95,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,22.5461,34.6001,7.25631,5.45391,7.22808,2.75258,0.957064,0.3583180799999999,13050.4,8976.89,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,16.1865,36.0393,6.00655,4.99284,7.22808,2.75258,1.17802,0.24883199999999994,13154.1,9056.37,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,13.1496,36.9417,5.53019,4.78481,7.22808,2.75258,1.28317,0.20736,13605.7,9037.2,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,58.8037,30.4368,15.2554,7.1379,7.22808,2.75258,0.345437,2.2186111067404357,11790.5,8774.2,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,65.7397,29.9525,16.3384,7.2533,7.22808,2.75258,0.306844,2.662333328088523,11768.6,8789.94,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,74.229,29.4251,17.5047,7.36084,7.22808,2.75258,0.270244,3.1947999937062272,11823.1,8779.76,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,47.5254,31.3615,13.2011,6.87152,7.22808,2.75258,0.435317,1.540702157458636,11921.5,8779.88,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,52.711,30.9118,14.203,7.00907,7.22808,2.75258,0.388934,1.8488425889503632,11937.4,8812.91,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,39.4245,32.1731,11.4335,6.56438,7.22808,2.75258,0.540165,1.0699320537907195,12028.9,8814.32,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,43.1601,31.78,12.2861,6.72239,7.22808,2.75258,0.48583,1.2839184645488633,12106.5,8789.61,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,33.3133,32.9046,9.90681,6.22803,7.22808,2.75258,0.65765,0.7430083706879997,12135.7,8824.33,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,36.1995,32.5438,10.658,6.40464,7.22808,2.75258,0.595193,0.8916100448255997,12289.5,8825.71,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,30.6376,33.2683,9.23053,6.0519,7.22808,2.75258,0.721335,0.6191736422399998,12433.0,8887.42,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,28.1513,33.6358,8.58213,5.86644,7.22808,2.75258,0.789092,0.5159780351999999,12633.8,8855.07,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,25.4403,34.0756,7.90757,5.66757,7.22808,2.75258,0.868825,0.42998169599999986,12675.9,8902.6,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,259.354,23.9919,8.62883,2.59292,7.22808,4.24304,0.115144,112.45540695195746,5949.43,2791.33,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,214.645,24.8136,7.34338,2.5616,7.22808,4.24304,0.160521,86.50415919381344,6003.47,2795.86,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,174.237,25.7194,6.08434,2.51657,7.22808,4.24304,0.224541,66.54166091831802,6111.05,2838.37,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,107.377,27.8217,3.99159,2.36526,7.22808,4.24304,0.430827,39.37376385699291,6322.86,2880.94,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,138.604,26.7131,4.89961,2.45132,7.22808,4.24304,0.315139,51.18589301409078,6315.1,2846.37,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,81.9286,28.9964,3.314,2.26173,7.22808,4.24304,0.561467,30.287510659225312,6608.11,2920.91,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,60.3798,30.3219,2.60731,2.10277,7.22808,4.24304,0.772341,23.29808512248101,6749.44,2998.98,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,26.6122,33.88,1.63112,1.70913,7.22808,4.24304,1.32902,13.785849184900005,7645.54,3232.52,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,40.6912,32.0358,2.02273,1.90494,7.22808,4.24304,1.04689,17.921603940370005,7356.9,3144.43,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,16.9568,35.8374,1.42313,1.54693,7.22808,4.24304,1.55624,10.604499373000003,8016.54,3300.77,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,10.8696,37.7687,1.24361,1.38776,7.22808,4.24304,1.80791,8.157307210000003,8409.48,3488.48,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,0.988829,48.1796,0.617024,0.705282,7.22808,4.24304,3.72454,1.6900000000000002,10461.9,4025.91,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,6.43652,40.0443,1.07113,1.22386,7.22808,4.24304,2.12053,6.274851700000002,8970.34,3638.82,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,4.37647,41.7196,0.923452,1.08072,7.22808,4.24304,2.45043,4.826809000000001,9546.74,3778.47,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,2.46153,44.2187,0.799251,0.93497,7.22808,4.24304,2.83924,3.7129300000000005,9647.06,3837.22,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,0.208726,54.935,0.548319,0.619459,7.22808,4.24304,4.24304,1.0,10946.0,4097.54,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,0.999421,48.1333,0.58413,0.665698,7.22808,4.24304,3.94823,1.3,11112.3,4060.14,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,2.37374,44.3765,0.746704,0.860758,7.22808,4.24304,3.06329,2.8561000000000005,10167.8,3857.91,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,1.00231,48.1208,0.544282,0.619459,7.22808,4.24304,4.24304,0.7692307692307692,11449.7,4071.3,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,1.37451,46.7493,0.696417,0.802933,7.22808,4.24304,3.29946,2.197,10310.6,3910.13,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,3.31752,42.9227,2.77529,3.06077,7.22808,3.71631,2.49006,1.6900000000000002,10048.4,3438.34,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,2.54897,44.0672,2.2287,2.49242,7.22808,3.71631,3.12489,0.7692307692307692,10297.1,3513.37,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,5.20286,40.9684,2.63703,2.91239,7.22808,3.71631,2.6233,1.3,10253.4,3483.57,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,2.47987,44.1865,2.3238,2.58086,7.22808,3.71631,3.01846,1.0,10645.5,3493.77,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,3.473,42.7238,2.94428,3.27344,7.22808,3.71631,2.29864,2.197,9572.69,3451.14,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,201.948,25.0784,7.71655,7.82231,7.22808,3.71631,0.103889,112.45540695195746,8288.48,3298.3,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,81.9138,28.9972,6.86492,7.24375,7.22808,3.71631,0.360422,39.37376385699291,8642.82,3341.51,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,129.786,26.9985,7.41637,7.62608,7.22808,3.71631,0.195003,66.54166091831802,8669.37,3296.46,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,105.949,27.8798,7.18006,7.46495,7.22808,3.71631,0.265371,51.18589301409078,8660.28,3370.92,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,59.4014,30.3928,6.46009,6.94777,7.22808,3.71631,0.485738,30.287510659225312,8771.75,3373.84,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,165.184,25.9511,7.59148,7.74123,7.22808,3.71631,0.142555,86.50415919381344,8734.19,3334.07,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,5.00106,41.1402,3.56633,4.02646,7.22808,3.71631,1.81147,4.826809000000001,10192.9,3475.05,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,3.77003,42.3674,3.11526,3.46999,7.22808,3.71631,2.16996,2.8561000000000005,10329.4,3526.72,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,27.4813,33.7404,5.42236,6.11339,7.22808,3.71631,0.845136,17.921603940370005,9043.15,3402.45,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,41.8786,31.9109,5.9723,6.57184,7.22808,3.71631,0.645693,23.29808512248101,9490.01,3417.33,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,18.0542,35.565,4.96225,5.66104,7.22808,3.71631,1.0362,13.785849184900005,9531.49,3496.15,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,4.28635,41.8099,3.32306,3.72409,7.22808,3.71631,1.98704,3.7129300000000005,10753.5,3612.12,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,14.2796,36.5837,4.5586,5.19979,7.22808,3.71631,1.22705,10.604499373000003,9772.79,3525.48,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,10.6158,37.8713,4.18611,4.80666,7.22808,3.71631,1.40576,8.157307210000003,9993.41,3542.3,
HAAR,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,8.3868,38.8948,3.84034,4.41206,7.22808,3.71631,1.6044,6.274851700000002,10159.4,3557.97,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,3.70998,42.4371,2.60783,3.12761,7.22808,3.2141,2.38651,0.65,8298.42,3340.53,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,2.61486,43.9563,2.54361,3.02678,7.22808,3.2141,2.49081,0.5,8370.91,3378.21,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,7.1285,39.6008,2.86382,3.55985,7.22808,3.2141,2.0197,0.8450000000000001,8508.62,3315.42,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,9.86895,38.1881,3.03562,3.80286,7.22808,3.2141,1.82275,1.0985,8388.35,3409.33,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,120.255,27.3298,5.70465,6.32663,7.22808,3.2141,0.53775,5.3022496865000015,7564.04,3126.42,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,90.3585,28.5711,5.24291,5.94399,7.22808,3.2141,0.682,4.078653605000001,7698.89,3142.7,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,437.13,21.7247,7.66062,7.77798,7.22808,3.2141,0.0708927,73.09601451877235,7413.32,3119.21,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,250.094,24.1498,7.01958,7.31299,7.22808,3.2141,0.210773,19.686881928496454,7516.37,3095.18,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,133.644,26.8713,5.90445,6.47616,7.22808,3.2141,0.484835,6.892924592450003,7750.65,3128.91,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,151.937,26.3142,6.16959,6.69059,7.22808,3.2141,0.409943,8.960801970185003,7764.41,3110.52,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,220.035,24.7059,6.85684,7.20644,7.22808,3.2141,0.248297,15.143755329612656,7623.06,3093.97,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,50.519,31.0963,4.29153,5.0491,7.22808,3.2141,1.065,2.4134045000000004,7915.77,3173.95,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,185.909,25.4378,6.52847,6.94378,7.22808,3.2141,0.32411,11.649042561240504,7695.03,3087.51,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,390.791,22.2114,7.58321,7.73279,7.22808,3.2141,0.0867007,56.22770347597873,7636.44,3061.51,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,22.1239,34.6822,3.48634,4.3012,7.22808,3.2141,1.4846,1.4280500000000003,7926.06,3239.08,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,345.768,22.743,7.43812,7.62527,7.22808,3.2141,0.117099,43.25207959690672,7785.32,3081.39,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,66.9315,29.8745,4.79953,5.59428,7.22808,3.2141,0.837562,3.137425850000001,8093.47,3167.78,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,34.8162,32.713,3.90058,4.73056,7.22808,3.2141,1.24203,1.8564650000000003,8042.8,3243.71,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,284.303,23.593,7.20539,7.4607,7.22808,3.2141,0.168681,25.59294650704539,8001.8,3056.94,
SP,SquaredTextureImages,Datasets/SquaredTextureImages/45.png,315.524,23.1405,7.33571,7.55531,7.22808,3.2141,0.138831,33.27083045915901,8229.67,3063.03,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,7.33853,39.4747,4.03605,3.80691,6.65604,2.99431,1.82974,0.144,3107.95,2303.45,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,5.47988,40.7431,3.77113,3.62184,6.65604,2.99431,1.96276,0.12,3167.07,2302.86,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,9.75099,38.2403,4.31177,3.99732,6.65604,2.99431,1.70635,0.17279999999999998,3214.73,2270.14,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,4.05209,42.054,3.54696,3.44709,6.65604,2.99431,2.0957,0.1,3295.18,2309.06,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,12.9913,36.9943,4.64597,4.20174,6.65604,2.99431,1.5794,0.20736,3076.9,2269.76,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,16.6005,35.9296,4.96811,4.39132,6.65604,2.99431,1.47467,0.24883199999999994,3130.97,2269.66,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,21.1638,34.8749,5.37298,4.60688,6.65604,2.99431,1.35749,0.29859839999999993,3143.18,2255.87,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,26.3671,33.9202,5.80581,4.82201,6.65604,2.99431,1.24825,0.3583180799999999,3187.01,2249.07,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,46.1002,31.4938,7.31157,5.46558,6.65604,2.99431,0.964498,0.6191736422399998,2893.32,2246.22,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,32.2556,33.0448,6.26479,5.03878,6.65604,2.99431,1.1481,0.42998169599999986,3169.28,2256.43,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,38.9139,32.2298,6.77818,5.25507,6.65604,2.99431,1.05126,0.5159780351999999,3112.74,2247.68,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,54.1089,30.7981,7.89908,5.67133,6.65604,2.99431,0.883353,0.7430083706879997,3054.59,2236.07,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,62.5165,30.1709,8.52963,5.88259,6.65604,2.99431,0.805525,0.8916100448255997,2830.83,2183.92,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,80.6437,29.0651,9.88974,6.2784,6.65604,2.99431,0.665202,1.2839184645488633,2887.52,2188.72,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,90.8725,28.5465,10.6298,6.46758,6.65604,2.99431,0.602343,1.540702157458636,2815.73,2174.52,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,71.322,29.5986,9.18944,6.08204,6.65604,2.99431,0.733385,1.0699320537907195,2954.97,2187.83,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,103.009,28.0021,11.4587,6.64935,6.65604,2.99431,0.542157,1.8488425889503632,2810.93,2199.76,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,116.487,27.468,12.3606,6.82311,6.65604,2.99431,0.484815,2.2186111067404357,2849.56,2177.61,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,132.254,26.9167,13.3294,6.98207,6.65604,2.99431,0.431158,2.662333328088523,2864.73,2185.99,
DCT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,150.869,26.3448,14.4374,7.13408,6.65604,2.99431,0.378416,3.1947999937062272,2846.82,2196.53,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,1.03633,47.9758,0.568095,0.639257,6.65604,4.61074,4.0898,1.6900000000000002,2679.93,1028.83,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,0.209488,54.9192,0.508011,0.567136,6.65604,4.61074,4.61074,1.0,2820.45,1054.32,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,1.03497,47.9815,0.539027,0.605777,6.65604,4.61074,4.31713,1.3,2706.48,1048.84,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,1.01812,48.0528,0.503929,0.567136,6.65604,4.61074,4.61074,0.7692307692307692,2899.71,1051.42,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,4.54108,41.5592,0.798441,0.922795,6.65604,4.61074,2.85854,4.826809000000001,2147.83,957.973,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,2.5738,44.0251,0.709986,0.814952,6.65604,4.61074,3.2262,3.7129300000000005,2319.45,988.421,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,2.342,44.4349,0.664638,0.762082,6.65604,4.61074,3.4597,2.8561000000000005,2317.79,1001.09,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,1.48168,46.4233,0.623369,0.713092,6.65604,4.61074,3.69298,2.197,2385.72,1005.95,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,27.5857,33.724,1.30568,1.45814,6.65604,4.61074,1.70999,13.785849184900005,1967.98,858.419,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,17.292,35.7524,1.16118,1.30993,6.65604,4.61074,1.95686,10.604499373000003,2082.28,890.372,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,10.8679,37.7694,1.02697,1.17873,6.65604,4.61074,2.22169,8.157307210000003,2151.16,914.397,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,6.49542,40.0047,0.897766,1.04136,6.65604,4.61074,2.53628,6.274851700000002,2310.82,939.779,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,154.093,26.253,2.9554,2.21548,6.65604,4.61074,0.660258,39.37376385699291,1602.87,740.989,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,211.848,24.8706,3.69155,2.35124,6.65604,4.61074,0.478406,51.18589301409078,1575.85,723.923,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,107.897,27.8007,2.41607,2.06237,6.65604,4.61074,0.854078,30.287510659225312,1701.74,766.901,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,71.8388,29.5672,1.90026,1.8566,6.65604,4.61074,1.12932,23.29808512248101,1805.49,776.37,
DFT,SquaredTextureImages,Datasets/SquaredTextureImages/5.png,278.552,23.6817,4.6922,2.45803,6.65604,4.61074,0.33265,66.54166091831802,1552.44,711.512,
